mlb_id,mlb_name,mlb_pos,mlb_team,mlb_team_long,bats,throws,birth_date,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_pos,espn_id,espn_name,espn_pos,fg_id,fg_name,fg_pos,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retro_id,retro_name,debut,yahoo_id,yahoo_name,ottoneu_id,ottoneu_name,ottoneu_pos,rotowire_id,rotowire_name,rotowire_pos
458015,Joey Votto,1B,CIN,Cincinnati Reds,L,R,1983-09-10,45487,vottojo01,Joey Votto,547434,Joey Votto,1B,28670,Joey Votto,1B,4314,Joey Votto,1B,vottojo01,7946,Joey Votto,1B,vottj001,Joey Votto,2007-09-04,7946,Joey Votto,1107,Joey Votto,1B,7856,Joey Votto,1B
621563,Joey Wendle,2B,TB,Tampa Bay Rays,L,R,1990-04-26,100666,wendljo01,Joey Wendle,2052585,Joey Wendle,3B,33017,Joey Wendle,3B,13853,Joey Wendle,2B,wendljo01,10380,Joey Wendle,2B,wendj002,Joey Wendle,2016-08-31,10380,Joey Wendle,23710,Joey Wendle,2B/SS/3B,13173,Joey Wendle,2B
622666,Johan Camargo,3B,ATL,Atlanta Braves,S,R,1993-12-13,101077,camarjo01,Johan Camargo,2167325,Johan Camargo,3B,33741,Johan Camargo,3B,14950,Johan Camargo,3B,camarjo01,10154,Johan Camargo,3B,camaj001,Johan Camargo,2017-04-11,10154,Johan Camargo,23800,Johan Camargo,SS/3B/OF,14337,Johan Camargo,SS
670912,Johan Oviedo,P,STL,St. Louis Cardinals,R,R,1998-03-02,,,,,,,,,,,,,,11838,Johan Oviedo,P,,,2222-02-02,,,,,,,,
629498,Johan Quezada,P,MIA,Miami Marlins,R,R,1994-08-25,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
607430,John Andreoli,OF,BOS,Boston Red Sox,R,R,1990-06-09,70572,andrejo03,John Andreoli,2044914,John Andreoli,LF,32847,John Andreoli,RF,13012,John Andreoli,OF,andrejo03,11022,John Andreoli,RF,andrj001,John Andreoli,2018-05-23,11022,John Andreoli,28016,John Andreoli,OF,12707,John Andreoli,OF
446099,John Axford,P,TOR,Toronto Blue Jays,R,R,1983-04-01,55512,axforjo01,John Axford,1707287,John Axford,RP,30378,John Axford,RP,9059,John Axford,P,axforjo01,8583,John Axford,P,axfoj001,John Axford,2009-09-15,8583,John Axford,3752,John Axford,RP,11135,John Axford,P
434633,John Baker,C,CHC,Chicago Cubs,L,R,1981-01-20,32395,bakerjo01,John Baker,532994,John Baker,C,29183,John Baker,C,4756,John Baker,C,bakerjo01,8297,John Baker,C,bakej002,John Baker,2008-07-09,8297,John Baker,776,John Baker,Util,7703,John Baker,C
657524,John Bormann,C,PIT,Pittsburgh Pirates,R,R,1993-04-04,105609,bormajo01,John Bormann,2228492,John Bormann,C,35890,John Bormann,C,18006,John Bormann,PH/PR,bormajo01,10689,John Bormann,C,bormj001,John Bormann,2017-04-30,10689,John Bormann,21420,John Bormann,Util,14746,John Bormann,C
605154,John Brebbia,P,STL,St. Louis Cardinals,L,R,1990-05-30,70432,brebbjo01,John Brebbia,2821662,John Brebbia,RP,39085,John Brebbia,RP,12777,John Brebbia,P,brebbjo01,10711,John Brebbia,P,brebj001,John Brebbia,2017-05-28,10711,John Brebbia,23842,John Brebbia,RP,14981,John Brebbia,P
607405,John Cornely,P,BOS,Boston Red Sox,R,R,1989-05-17,69980,cornejo01,John Cornely,2120723,John Cornely,RP,33470,John Cornely,RP,12364,John Cornely,P,cornejo01,9942,John Cornely,P,cornj002,John Cornely,2015-04-29,9942,John Cornely,29445,John Cornely,RP,13769,John Cornely,P
595928,John Curtiss,P,TB,Tampa Bay Rays,R,R,1993-04-05,71042,curtijo02,John Curtiss,2803669,John Curtiss,RP,38159,John Curtiss,RP,16128,John Curtiss,P,curtijo02,10793,John Curtiss,P,curtj003,John Curtiss,2017-08-25,10793,John Curtiss,23860,John Curtiss,RP,14732,John Curtiss,P
433579,John Danks,P,CWS,Chicago White Sox,L,L,1985-04-15,45515,danksjo01,John Danks,538912,John Danks,SP,28508,John Danks,SP,6329,John Danks,P,danksjo01,7808,John Danks,P,dankj001,John Danks,2007-04-08,7808,John Danks,15279,John Danks,RP,7620,John Danks,P
518655,John Ely,P,HOU,Houston Astros,R,R,1986-05-13,56222,elyjo01,John Ely,1669642,John Ely,SP,30940,John Ely,SP,6132,John Ely,P,elyjo01,8720,John Ely,P,ely-j001,John Ely,2010-04-28,,,5520,John Ely,RP,9864,John Ely,P
607231,John Gant,P,STL,St. Louis Cardinals,R,R,1992-08-06,70552,gantjo01,John Gant,2209984,John Gant,RP,34841,John Gant,RP,13684,John Gant,P,gantjo01,10259,John Gant,P,gantj002,John Gant,2016-04-06,10259,John Gant,23569,John Gant,RP,14010,John Gant,P
518713,John Gast,P,STL,St. Louis Cardinals,L,L,1989-02-16,65869,gastjo01,John Gast,1804070,John Gast,SP,31161,John Gast,SP,11133,John Gast,P,gastjo01,9396,John Gast,P,gastj001,John Gast,2013-05-14,9396,John Gast,14612,John Gast,RP,9988,John Gast,P
452105,John Hester,C,LAA,Los Angeles Angels,R,R,1983-09-14,52534,hestejo01,John Hester,1603027,John Hester,C,29788,John Hester,C,877,John Hester,,hestejo01,8568,John Hester,C,hestj001,John Hester,2009-08-28,8568,John Hester,2259,John Hester,Util,11213,John Hester,C
543308,John Hicks,C,ARI,Arizona Diamondbacks,R,R,1989-08-31,70307,hicksjo02,John Hicks,1956975,John Hicks,C,32255,John Hicks,C,12547,John Hicks,C/1B,hicksjo02,10059,John Hicks,C,hickj001,John Hicks,2015-08-29,10059,John Hicks,23863,John Hicks,C/1B,12251,John Hicks,1B
458720,John Holdzkom,P,PIT,Pittsburgh Pirates,R,R,1987-10-19,52034,holdzjo01,John Holdzkom,2146195,John Holdzkom,RP,33634,John Holdzkom,RP,9392,John Holdzkom,P,holdzjo01,9836,John Holdzkom,P,holdj001,John Holdzkom,2014-09-02,9836,John Holdzkom,7636,John Holdzkom,RP,9320,John Holdzkom,P
444379,John Jaso,OF,PIT,Pittsburgh Pirates,L,R,1983-09-19,46195,jasojo01,John Jaso,1392901,John Jaso,RF,29255,John Jaso,RF,5887,John Jaso,C,jasojo01,8368,John Jaso,1B,jasoj001,John Jaso,2008-09-06,8368,John Jaso,1581,John Jaso,Util,8987,John Jaso,1B
667463,John King,P,TEX,Texas Rangers,L,L,1994-09-14,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
543424,John Lamb,P,LAA,Los Angeles Angels,L,L,1990-07-10,60837,lambjo02,John Lamb,1757972,John Lamb,SP,30994,John Lamb,SP,8493,John Lamb,P,lambjo02,8860,John Lamb,P,lambj002,John Lamb,2015-08-14,8860,John Lamb,8558,John Lamb,RP,10647,John Lamb,P
458709,John Lannan,P,NYM,New York Mets,L,L,1984-09-27,46313,lannajo01,John Lannan,1236946,John Lannan,RP,28834,John Lannan,SP,7080,John Lannan,P,lannajo01,8074,John Lannan,P,lannj001,John Lannan,2007-07-26,8074,John Lannan,2066,John Lannan,RP,9692,John Lannan,P
460055,John Mayberry Jr.,OF,DET,Detroit Tigers,R,R,1983-12-21,48107,maybejo02,John Mayberry,1537187,John Mayberry,LF,30042,John Mayberry Jr.,1B,3390,John Mayberry,OF,maybejo02,8496,John Mayberry Jr.,LF,maybj001,John Mayberry,2009-05-23,8496,John Mayberry Jr.,1620,John Mayberry,Util,,,
607644,John Means,P,BAL,Baltimore Orioles,L,L,1993-04-24,71295,meansjo01,John Means,2824299,John Means,SP,39948,John Means,SP,16269,John Means,P,meansjo01,11168,John Means,P,meanj001,John Means,2018-09-26,11168,John Means,29666,John Means,SP,15205,,
596056,John Nogowski,1B,STL,St. Louis Cardinals,R,L,1993-01-05,,,,,,,33979,John Nogowski,1B,,,,,,,,,,2222-02-02,,,,,,,,
571974,John Ryan Murphy,C,PIT,Pittsburgh Pirates,R,R,1991-05-13,60633,murphjr01,John Ryan Murphy,1813193,John Ryan Murphy,C,31477,John Ryan Murphy,C,10346,John Ryan Murphy,C,murphjr01,9509,John Ryan Murphy,C,murpj001,John Ryan Murphy,2013-09-02,9509,John Ryan Murphy,17635,John Ryan Murphy,C,11031,John Ryan Murphy,C
670167,John Schreiber,P,DET,Detroit Tigers,R,R,1994-03-05,108561,schrejo01,John Schreiber,2920577,John Schreiber,RP,39949,John Schreiber,RP,20020,John Schreiber,P,,11634,John Schreiber,P,,,2019-08-09,,,32784,John Schreiber,RP,16428,,
641561,Johneshwy Fargas,OF,NYM,New York Mets,R,R,1994-12-15,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
592127,Johnny Barbato,P,DET,Detroit Tigers,R,R,1992-07-11,68506,barbajo01,Johnny Barbato,2034701,Johnny Barbato,RP,32613,Johnny Barbato,RP,11440,Johnny Barbato,P,barbajo01,10257,Johnny Barbato,P,barbj001,Johnny Barbato,2016-04-05,10257,Johnny Barbato,23602,Johnny Barbato,RP,11578,Johnny Barbato,P
456501,Johnny Cueto,P,SF,San Francisco Giants,R,R,1986-02-15,47415,cuetojo01,Johnny Cueto,288900,Johnny Cueto,SP,28955,Johnny Cueto,SP,6893,Johnny Cueto,P,cuetojo01,8172,Johnny Cueto,P,cuetj001,Johnny Cueto,2008-04-03,8172,Johnny Cueto,1843,Johnny Cueto,SP/RP,9262,Johnny Cueto,P
643275,Johnny Davis,OF,TB,Tampa Bay Rays,S,R,1990-04-26,103346,davisjo06,Johnny Davis,2171638,Johnny Davis,CF,34232,Johnny Davis,RF,15830,Johnny Davis,OF,,11659,Johnny Davis,CF,,,2019-09-11,,,19577,Johnny Davis,OF,15383,,
608654,Johnny Field,RF,CHC,Chicago Cubs,R,R,1992-02-20,100295,fieldjo04,Johnny Field,2121908,Johnny Field,RF,33569,Johnny Field,C,15048,Johnny Field,OF,fieldjo04,10993,Johnny Field,RF,fielj003,Johnny Field,2018-04-14,,,29866,Johnny Field,OF,13777,Johnny Field,OF
543213,Johnny Giavotella,2B,BAL,Baltimore Orioles,R,R,1987-07-10,58220,giavojo01,Johnny Giavotella,1793166,Johnny Giavotella,2B,31128,Johnny Giavotella,2B,6740,Johnny Giavotella,2B,giavojo01,9010,Johnny Giavotella,2B,giavj001,Johnny Giavotella,2011-08-05,9010,Johnny Giavotella,8042,Johnny Giavotella,Util,10559,Johnny Giavotella,2B
518782,Johnny Hellweg,P,MIL,Milwaukee Brewers,R,R,1988-10-29,57958,hellwjo01,Johnny Hellweg,1915035,Johnny Hellweg,SP,31839,Johnny Hellweg,SP,10065,Johnny Hellweg,P,hellwjo01,9444,Johnny Hellweg,P,hellj002,Johnny Hellweg,2013-06-28,9444,Johnny Hellweg,6318,Johnny Hellweg,RP,12335,Johnny Hellweg,P
476192,Johnny Monell,C,NYM,New York Mets,L,R,1986-03-27,56135,moneljo01,Johnny Monell,1733550,Johnny Monell,C,30561,Johnny Monell,C,2783,Johnny Monell,C,moneljo01,9522,Johnny Monell,C,monej001,Johnny Monell,2013-09-05,9522,Johnny Monell,8648,Johnny Monell,Util,12829,Johnny Monell,C
666672,Jojanse Torres,P,HOU,Houston Astros,R,R,1995-08-04,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
457456,Jo-Jo Reyes,P,MIA,Miami Marlins,L,L,1984-11-20,48618,reyesjo03,Jo-Jo Reyes,1232096,Jo-Jo Reyes,SP,28820,Jo-Jo Reyes,SP,5559,Jo-Jo Reyes,P,reyesjo03,8064,Jo-Jo Reyes,P,reyej003,Jo-Jo Reyes,2007-07-07,8064,Jo-Jo Reyes,17058,Jo-Jo Reyes,RP,7942,Jo-Jo Reyes,P
668941,JoJo Romero,P,PHI,Philadelphia Phillies,L,L,1996-09-09,,,,,,,40456,JoJo Romero,SP,,,,,,,,,,2222-02-02,,,,,,,,
542932,Jon Berti,3B,MIA,Miami Marlins,R,R,1990-01-22,69159,bertijo01,Jon Berti,1957205,Jon Berti,2B,32273,Jon Berti,3B,12037,Jon Berti,2B,bertijo01,11169,Jon Berti,3B,bertj001,Jon Berti,2018-09-26,,,28931,Jon Berti,SS/3B/OF,14006,,
641541,Jon Duplantier,P,ARI,Arizona Diamondbacks,L,R,1994-07-11,107738,duplajo01,Jon Duplantier,2826814,Jon Duplantier,RP,40918,Jon Duplantier,SP,19546,Jon Duplantier,P,,10840,Jon Duplantier,P,,,2019-04-01,,,23775,Jon Duplantier,SP/RP,14270,,
457754,Jon Edwards,P,CLE,Cleveland Indians,R,R,1988-01-08,51990,edwarjo02,Jon Edwards,2121037,Jon Edwards,RP,33476,Jon Edwards,RP,1483,Jon Edwards,P,edwarjo02,9790,Jon Edwards,P,edwaj001,Jon Edwards,2014-08-15,9790,Jon Edwards,17917,Jon Edwards,RP,13610,Jon Edwards,P
592351,Jon Gray,P,COL,Colorado Rockies,R,R,1991-11-05,68564,grayjo02,Jon Gray,2066291,Jon Gray,SP,33203,Jon Gray,SP,14916,Jon Gray,P,grayjo02,9567,Jon Gray,P,grayj003,Jon Gray,2015-08-04,9567,Jon Gray,18244,Jon Gray,SP,12937,Jon Gray,P
445055,Jon Jay,OF,ARI,Arizona Diamondbacks,L,L,1985-03-15,52296,jayjo02,Jon Jay,1661504,Jon Jay,RF,29691,Jon Jay,RF,5227,Jon Jay,OF,jayjo02,8717,Jon Jay,CF,jay-j001,Jon Jay,2010-04-26,8717,Jon Jay,1477,Jon Jay,OF,9361,Jon Jay,OF
452657,Jon Lester,P,CHC,Chicago Cubs,L,L,1984-01-07,45548,lestejo01,Jon Lester,580589,Jon Lester,SP,28487,Jon Lester,SP,4930,Jon Lester,P,lestejo01,7790,Jon Lester,P,lestj001,Jon Lester,2006-06-10,7790,Jon Lester,2486,Jon Lester,SP,7545,Jon Lester,P
621209,Jon Moscot,P,CIN,Cincinnati Reds,R,R,1991-08-15,100550,moscojo01,Jon Moscot,2166444,Jon Moscot,SP,33679,Jon Moscot,SP,13849,Jon Moscot,P,moscojo01,9985,Jon Moscot,P,moscj001,Jon Moscot,2015-06-05,9985,Jon Moscot,28097,Jon Moscot,RP,13272,Jon Moscot,P
572138,Jon Singleton,1B,HOU,Houston Astros,L,L,1991-09-18,60676,singljo02,Jon Singleton,1754162,Jon Singleton,DH,31206,Jonathan Singleton,DH,10441,Jon Singleton,1B,singljo02,9099,Jon Singleton,1B,singj001,Jon Singleton,2014-06-03,9099,Jon Singleton,12453,Jon Singleton,Util,,,
641680,Jonah Heim,C,OAK,Oakland Athletics,S,R,1995-06-27,,,,,,,,,,,,,,11662,Jonah Heim,C,,,2222-02-02,,,,,,,,
452293,Jonathan Albaladejo,P,ARI,Arizona Diamondbacks,R,R,1982-10-30,46956,albaljo01,Jonathan Albaladejo,1262923,Jonathan Albaladejo,RP,28897,Jonathan Albaladejo,RP,3521,Jonathan Albaladejo,P,albaljo01,8125,Jonathan Albaladejo,P,albaj001,Jonathan Albaladejo,2007-09-05,8125,Jonathan Albaladejo,3449,Jonathan Albaladejo,RP,8125,Jonathan Albaladejo,P
660620,Jonathan Arauz,SS,BOS,Boston Red Sox,S,R,1998-08-03,105509,arauzjo01,Jonathan Arauz,2226223,Jonathan Arauz,3B,34963,Jonathan Arauz,SS,,,,,10484,Jonathan Arauz,2B,,,2020-07-24,,,,,,,,
608167,Jonathan Aro,P,SEA,Seattle Mariners,R,R,1990-10-10,70253,arojo01,Jonathan Aro,2171856,Jonathan Aro,RP,34481,Jonathan Aro,RP,14699,Jonathan Aro,P,arojo01,10010,Jonathan Aro,P,aro-j001,Jonathan Aro,2015-06-25,10010,Jonathan Aro,29483,Jonathan Aro,RP,13946,Jonathan Aro,P
641505,Jonathan Davis,CF,TOR,Toronto Blue Jays,R,R,1992-05-12,102564,davisjo05,Jonathan Davis,2791376,Jonathan Davis,CF,38161,Jonathan Davis,CF,15104,Jonathan Davis,OF,davisjo05,11159,Jonathan Davis,CF,davij007,Jonathan Davis,2018-09-05,11159,Jonathan Davis,19935,Jonathan Davis,OF,15733,,
502409,Jonathan Diaz,2B,TOR,Toronto Blue Jays,R,R,1985-04-10,50271,diazjo02,Jonathan Diaz,1603345,Jonathan Diaz,SS,33087,Jonathan Diaz,SS,4142,Jonathan Diaz,SS,diazjo02,9447,Jonathan Diaz,SS,diazj004,Jonathan Diaz,2013-06-29,9447,Jonathan Diaz,3595,Jonathan Diaz,Util,12818,Jonathan Diaz,SS
642546,Jonathan Hernandez,P,TEX,Texas Rangers,R,R,1996-07-06,103055,hernajo02,Jonathan Hernandez,2211788,Jonathan Hernandez,RP,39814,Jonathan Hernandez,RP,17464,Jonathan Hernandez,P,,11191,Jonathan Hernandez,P,,,2019-08-21,,,19244,Jonathan Hernandez,SP/RP,14756,Jonathan Hernandez,P
468406,Jonathan Herrera,2B,CHC,Chicago Cubs,S,R,1984-11-03,47843,herrejo03,Jonathan Herrera,1102926,Jonathan Herrera,2B,29119,Jonathan Herrera,2B,4182,Jonathan Herrera,2B/SS,herrejo03,8235,Jonathan Herrera,2B,herrj002,Jonathan Herrera,2008-04-30,8235,Jonathan Herrera,3067,Jonathan Herrera,Util,9541,Jonathan Herrera,2B
656547,Jonathan Holder,P,NYY,New York Yankees,R,R,1993-06-09,104803,holdejo02,Jonathan Holder,2264741,Jonathan Holder,RP,36035,Jonathan Holder,RP,16588,Jonathan Holder,P,holdejo02,10390,Jonathan Holder,P,holdj002,Jonathan Holder,2016-09-02,10390,Jonathan Holder,18656,Jonathan Holder,RP,14538,Jonathan Holder,P
663697,Jonathan India,3B,CIN,Cincinnati Reds,R,R,1996-12-15,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
642528,Jonathan Loaisiga,P,NYY,New York Yankees,R,R,1994-11-02,103038,loaisjo01,Jonathan Loaisiga,2898233,Jonathan Loaisiga,SP,39807,Jonathan Loaisiga,SP,19753,Jonathan Loaisiga,P,loaisjo01,11044,Jonathan Loaisiga,P,loaij001,Jonathan Loaisiga,2018-06-15,11044,Jonathan Loaisiga,19197,Jonathan Loaisiga,SP/RP,15256,Jonathan Loaisiga,P
518960,Jonathan Lucroy,C,BOS,Boston Red Sox,R,R,1986-06-13,57191,lucrojo01,Jonathan Lucroy,1657581,Jonathan Lucroy,C,30456,Jonathan Lucroy,C,7870,Jonathan Lucroy,C,lucrojo01,8609,Jonathan Lucroy,C,lucrj001,Jonathan Lucroy,2010-05-21,8609,Jonathan Lucroy,5188,Jonathan Lucroy,C,9859,Jonathan Lucroy,C
664966,Jonathan Morales,C,ATL,Atlanta Braves,R,R,1995-01-29,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
543643,Jonathan Pettibone,P,PHI,Philadelphia Phillies,L,R,1990-07-19,58538,pettijo02,Jonathan Pettibone,1937141,Jonathan Pettibone,SP,31849,Jonathan Pettibone,SP,7106,Jonathan Pettibone,P,pettijo02,9374,Jonathan Pettibone,P,pettj001,Jonathan Pettibone,2013-04-22,9374,Jonathan Pettibone,5848,Jonathan Pettibone,RP,10569,Jonathan Pettibone,P
456043,Jonathan Sanchez,P,CIN,Cincinnati Reds,L,L,1982-11-19,48879,sanchjo01,Jonathan Sanchez,585911,Jonathan Sanchez,SP,28472,Jonathan Sanchez,SP,7507,Jonathan Sanchez,P,sanchjo01,7777,Jonathan Sanchez,P,sancj002,Jonathan Sanchez,2006-05-28,7777,Jonathan Sanchez,4232,Jonathan Sanchez,SP/RP,8982,Jonathan Sanchez,P
570731,Jonathan Schoop,2B,DET,Detroit Tigers,R,R,1991-10-16,66391,schoojo01,Jonathan Schoop,1840090,Jonathan Schoop,2B,31988,Jonathan Schoop,2B,11265,Jonathan Schoop,2B,schoojo01,9104,Jonathan Schoop,2B,schoj001,Jonathan Schoop,2013-09-25,9104,Jonathan Schoop,10763,Jonathan Schoop,2B,12058,Jonathan Schoop,2B
680692,Jonathan Stiever,P,CWS,Chicago White Sox,R,R,1997-05-12,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
542340,Jonathan Villar,OF,MIA,Miami Marlins,S,R,1991-05-02,59688,villajo01,Jonathan Villar,292100,Jonathan Villar,SS,31973,Jonathan Villar,2B,10071,Jonathan Villar,2B/SS,villajo01,9468,Jonathan Villar,2B,villj001,Jonathan Villar,2013-07-22,9468,Jonathan Villar,16089,Jonathan Villar,2B/SS,11249,Jonathan Villar,2B
656420,Jonathon Feyereisen,P,MIL,Milwaukee Brewers,R,R,1993-02-07,104777,,,2693899,J.P. Feyereisen,RP,36011,J.P. Feyereisen,RP,,,,,11702,J.P. Feyereisen,P,,,2020-07-24,,,,,,,,
477003,Jonathon Niese,P,NYY,New York Yankees,L,L,1986-10-27,46468,niesejo01,Jon Niese,1537190,Jonathon Niese,SP,29219,Jonathon Niese,SP,4424,Jon Niese,P,niesejo01,8333,Jonathon Niese,P,niesj001,Jon Niese,2008-09-02,8333,Jonathon Niese,2245,Jonathon Niese,SP/RP,8846,Jon Niese,P
458924,Jonny Venters,P,WSH,Washington Nationals,L,L,1985-03-20,46827,ventejo01,Jonny Venters,1725409,Jonny Venters,RP,30509,Jonny Venters,RP,7175,Jonny Venters,P,ventejo01,8709,Jonny Venters,P,ventj001,Jonny Venters,2010-04-17,8709,Jonny Venters,5675,Jonny Venters,RP,11290,Jonny Venters,P
488740,Jordan Brown,1B,MIA,Miami Marlins,L,L,1983-12-18,49269,brownjo05,Jordan Brown,1098899,Jordan Brown,1B,29368,Jordan Brown,1B,4121,Jordan Brown,1B/DH/OF,brownjo05,8681,Jordan Brown,OF,browj006,Jordan Brown,2010-08-01,8681,Jordan Brown,3454,Jordan Brown,Util,10223,Jordan Brown,OF
458668,Jordan Danks,OF,PHI,Philadelphia Phillies,L,R,1986-08-07,58296,danksjo02,Jordan Danks,1665404,Jordan Danks,LF,30449,Jordan Danks,LF,9187,Jordan Danks,OF,danksjo02,8682,Jordan Danks,CF,dankj002,Jordan Danks,2012-06-07,8682,Jordan Danks,5713,Jordan Danks,Util,10773,Jordan Danks,OF
677954,Jordan Groshans,SS,TOR,Toronto Blue Jays,R,R,1999-11-10,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
663855,Jordan Hicks,P,STL,St. Louis Cardinals,R,R,1996-09-06,107962,hicksjo03,Jordan Hicks,2507337,Jordan Hicks,RP,37909,Jordan Hicks,RP,19618,Jordan Hicks,P,hicksjo03,10947,Jordan Hicks,P,hickj002,Jordan Hicks,2018-03-29,10947,Jordan Hicks,23864,Jordan Hicks,RP,13912,Jordan Hicks,P
656548,Jordan Holloway,P,MIA,Miami Marlins,R,R,1996-06-13,104804,hollojo01,Jordan Holloway,2211221,Jordan Holloway,RP,35065,Jordan Holloway,RP,,,,,11215,Jordan Holloway,P,,,2020-07-26,11215,Jordan Holloway,,,,,,
664990,Jordan Humphreys,P,SF,San Francisco Giants,R,R,1996-06-11,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
543357,Jordan Jankowski,P,LAD,Los Angeles Dodgers,R,R,1989-05-17,99671,jankojo01,Jordan Jankowski,2166480,Jordan Jankowski,RP,33681,Jordan Jankowski,RP,13313,Jordan Jankowski,P,jankojo01,10704,Jordan Jankowski,P,jankj001,Jordan Jankowski,2017-05-24,10704,Jordan Jankowski,30995,Jordan Jankowski,RP,13294,Jordan Jankowski,P
656669,Jordan Luplow,RF,CLE,Cleveland Indians,R,R,1993-09-26,104833,luplojo01,Jordan Luplow,2769144,Jordan Luplow,LF,37580,Jordan Luplow,RF,16424,Jordan Luplow,OF,luplojo01,10772,Jordan Luplow,RF,luplj001,Jordan Luplow,2017-07-28,10772,Jordan Luplow,20386,Jordan Luplow,OF,13463,Jordan Luplow,OF
543475,Jordan Lyles,P,TEX,Texas Rangers,R,R,1990-10-19,58407,lylesjo01,Jordan Lyles,1717424,Jordan Lyles,SP,31061,Jordan Lyles,SP,7593,Jordan Lyles,P,lylesjo01,8856,Jordan Lyles,P,lylej001,Jordan Lyles,2011-05-31,8856,Jordan Lyles,8694,Jordan Lyles,SP,10528,Jordan Lyles,P
656756,Jordan Montgomery,P,NYY,New York Yankees,L,L,1992-12-27,104855,montgjo01,Jordan Montgomery,2453275,Jordan Montgomery,SP,38173,Jordan Montgomery,SP,16511,Jordan Montgomery,P,montgjo01,10660,Jordan Montgomery,P,montj004,Jordan Montgomery,2017-04-12,10660,Jordan Montgomery,21017,Jordan Montgomery,RP,13481,Jordan Montgomery,P
467099,Jordan Norberto,P,OAK,Oakland Athletics,L,L,1986-12-08,49831,norbejo01,Jordan Norberto,1669887,Jordan Norberto,SP,30406,Jordan Norberto,SP,8432,Jordan Norberto,P,norbejo01,8704,Jordan Norberto,P,norbj001,Jordan Norberto,2010-04-06,8704,Jordan Norberto,4078,Jordan Norberto,RP,,,
457574,Jordan Pacheco,C,CIN,Cincinnati Reds,R,R,1986-01-30,57053,pachejo01,Jordan Pacheco,1736379,Jordan Pacheco,3B,30605,Jordan Pacheco,3B,2677,Jordan Pacheco,1B/3B,pachejo01,9067,Jordan Pacheco,3B,pachj001,Jordan Pacheco,2011-09-06,9067,Jordan Pacheco,4759,Jordan Pacheco,C/1B,11742,Jordan Pacheco,C
641958,Jordan Patterson,RF,CIN,Cincinnati Reds,L,L,1992-02-12,102708,pattejo03,Jordan Patterson,2170130,Jordan Patterson,RF,33953,Jordan Patterson,1B,15119,Jordan Patterson,OF,pattejo03,10177,Jordan Patterson,RF,pattj005,Jordan Patterson,2016-09-08,10177,Jordan Patterson,18588,Jordan Patterson,1B/OF,13633,Jordan Patterson,OF
605447,Jordan Romano,P,TOR,Toronto Blue Jays,R,R,1993-04-21,103808,romanjo03,Jordan Romano,2734002,Jordan Romano,RP,36380,Jordan Romano,SP,16122,Jordan Romano,P,,11253,Jordan Romano,P,,,2019-06-12,11253,Jordan Romano,21170,Jordan Romano,RP,15493,,
457788,Jordan Schafer,OF,MIN,Minnesota Twins,L,L,1986-09-04,48789,schafjo02,Jordan Schafer,1208745,Jordan Schafer,CF,28971,Jordan Schafer,RP,9883,Jordan Schafer,OF,schafjo02,8188,Jordan Schafer,CF,schaj002,Jordan Schafer,2009-04-05,8188,Jordan Schafer,2450,Jordan Schafer,Util,9671,Jordan Schafer,P
477229,Jordan Walden,P,STL,St. Louis Cardinals,R,R,1987-11-16,56948,waldejo01,Jordan Walden,1520602,Jordan Walden,RP,29323,Jordan Walden,RP,3271,Jordan Walden,P,waldejo01,8686,Jordan Walden,P,waldj001,Jordan Walden,2010-08-22,8686,Jordan Walden,7692,Jordan Walden,RP,9293,Jordan Walden,P
691023,Jordan Walker,3B,STL,St. Louis Cardinals,R,R,2002-05-22,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
607179,Jordan Weems,P,OAK,Oakland Athletics,L,R,1992-11-07,,weemsjo01,Jordan Weems,2826581,Jordan Weems,RP,40039,Jordan Weems,RP,,,,,,,,,,2020-07-28,,,,,,,,
657141,Jordan Yamamoto,P,MIA,Miami Marlins,R,R,1996-05-11,104960,yamamjo01,Jordan Yamamoto,2914674,Jordan Yamamoto,SP,39890,Jordan Yamamoto,SP,17585,Jordan Yamamoto,P,,11218,Jordan Yamamoto,P,,,2019-06-12,11218,Jordan Yamamoto,21087,Jordan Yamamoto,SP,15314,,
519455,Jordan Zimmermann,P,DET,Detroit Tigers,R,R,1986-05-23,57163,zimmejo02,Jordan Zimmermann,1619230,Jordan Zimmermann,SP,30209,Jordan Zimmermann,SP,4505,Jordan Zimmermann,P,zimmejo02,8400,Jordan Zimmermann,P,zimmj003,Jordan Zimmermann,2009-04-20,8400,Jordan Zimmermann,6694,Jordan Zimmermann,SP,9793,Jordan Zimmermann,P
